Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Matches
212;Pape Gueye;sn SEN;MF;Villarreal;26-352;1999;13;9;776;8.6;2;1;3;2;0;0;5;0;1.0;1.0;1.0;1.9;12;65;18;0.23;0.12;0.35;0.23;0.35;0.11;0.11;0.22;0.11;0.22;Matches
213;Arda Güler;tr TUR;MF;Real Madrid;20-320;2005;19;15;1,152;12.8;3;6;9;3;0;0;1;0;3.6;3.6;5.4;9.0;24;91;54;0.23;0.47;0.70;0.23;0.70;0.28;0.42;0.70;0.28;0.70;Matches
214;Gerard Gumbau;es ESP;MF;Rayo Vallecano;31-024;1994;12;2;261;2.9;0;1;1;0;0;0;1;0;0.2;0.2;0.2;0.4;6;13;7;0.00;0.34;0.34;0.00;0.34;0.07;0.09;0.15;0.07;0.15;Matches
215;Jon Guridi;es ESP;MF,FW;Alavés;30-317;1995;12;6;468;5.2;0;0;0;0;0;0;0;0;0.9;0.9;0.0;0.9;10;25;23;0.00;0.00;0.00;0.00;0.00;0.17;0.00;0.18;0.17;0.18;Matches
216;Gorka Guruzeta;es ESP;FW;Athletic Club;29-121;1996;17;13;1,068;11.9;2;0;2;2;0;0;1;0;4.8;4.8;0.8;5.7;4;19;67;0.17;0.00;0.17;0.17;0.17;0.41;0.07;0.48;0.41;0.48;Matches
217;Dávid Hancko;sk SVK;DF;Atlético Madrid;28-029;1997;19;17;1,532;17.0;0;2;2;0;0;0;0;0;0.6;0.6;1.8;2.4;31;101;50;0.00;0.12;0.12;0.00;0.12;0.04;0.11;0.14;0.04;0.14;Matches
218;Haissem Hassan;fr FRA;FW,MF;Oviedo;23-337;2002;18;10;1,019;11.3;0;1;1;0;0;0;1;0;1.1;1.1;1.3;2.4;75;31;64;0.00;0.09;0.09;0.00;0.09;0.10;0.11;0.22;0.10;0.22;Matches
219;Jorge Herrando;es ESP;DF;Osasuna;24-317;2001;15;8;763;8.5;0;0;0;0;0;0;1;0;0.3;0.3;0.0;0.3;1;17;2;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;Matches
220;Sergio Herrera;es ESP;GK;Osasuna;32-220;1993;19;19;1,71;19.0;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
221;Yangel Herrera;ve VEN;MF;Girona;27-362;1998;2;2;110;1.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;2;2;3;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;Matches
222;Yangel Herrera;ve VEN;MF;Real Sociedad;27-362;1998;2;2;88;1.0;0;0;0;0;0;0;1;0;0.3;0.3;0.0;0.3;3;2;2;0.00;0.00;0.00;0.00;0.00;0.26;0.00;0.26;0.26;0.26;Matches
223;Omar El Hilali;ma MAR;DF;Espanyol;22-121;2003;18;15;1,345;14.9;0;2;2;0;0;0;4;0;0.0;0.0;1.3;1.3;14;62;23;0.00;0.13;0.13;0.00;0.13;0.00;0.09;0.09;0.00;0.09;Matches
224;Ali Houary;ma MAR;MF;Elche;20-159;2005;2;2;123;1.4;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;2;4;0;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.05;0.05;0.05;Matches
225;Dean Huijsen;es ESP;DF;Real Madrid;20-272;2005;13;12;964;10.7;1;1;2;1;0;0;3;1;1.5;1.5;1.1;2.6;13;75;6;0.09;0.09;0.19;0.09;0.19;0.14;0.10;0.24;0.14;0.24;Matches
226;Pablo Ibáñez;es ESP;MF;Alavés;27-113;1998;19;14;1,104;12.3;1;0;1;1;0;0;3;0;3.1;3.1;0.5;3.5;30;57;46;0.08;0.00;0.08;0.08;0.08;0.25;0.04;0.29;0.25;0.29;Matches
227;Stanis Idumbo;be BEL;MF;Sevilla;20-196;2005;1;1;45;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;4;1;2;0.00;0.00;0.00;0.00;0.00;0.07;0.16;0.23;0.07;0.23;Matches
228;Iglesias;es ESP;DF;Getafe;27-192;1998;18;17;1,504;16.7;1;0;1;1;0;0;2;0;0.6;0.6;0.5;1.2;13;47;24;0.06;0.00;0.06;0.06;0.06;0.04;0.03;0.07;0.04;0.07;Matches
229;Borja Iglesias;es ESP;FW;Celta Vigo;32-359;1993;17;11;989;11.0;7;2;9;5;2;2;3;0;5.6;4.0;1.3;5.3;8;23;48;0.64;0.18;0.82;0.46;0.64;0.51;0.12;0.63;0.37;0.49;Matches
230;Luka Ili?;rs SRB;MF,FW;Oviedo;26-193;1999;13;6;543;6.0;1;0;1;1;0;0;4;1;0.4;0.4;0.1;0.5;3;15;16;0.17;0.00;0.17;0.17;0.17;0.06;0.02;0.08;0.06;0.08;Matches
231;Isco;es ESP;MF;Betis;33-265;1992;1;0;31;0.3;0;1;1;0;0;0;0;0;0.1;0.1;0.2;0.2;2;4;1;0.00;2.90;2.90;0.00;2.90;0.24;0.45;0.69;0.24;0.69;Matches
232;Urko Izeta;es ESP;MF,FW;Athletic Club;26-104;1999;6;0;58;0.6;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.2;4;1;5;0.00;0.00;0.00;0.00;0.00;0.23;0.02;0.25;0.23;0.25;Matches
233;Jairo Izquierdo;es ESP;MF,DF;Elche;32-081;1993;1;0;24;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
234;Adnan Januzaj;be BEL;FW,MF;Sevilla;30-340;1995;9;2;235;2.6;0;0;0;0;0;0;1;0;0.1;0.1;0.4;0.5;16;21;25;0.00;0.00;0.00;0.00;0.00;0.04;0.16;0.20;0.04;0.20;Matches
235;Mikel Jauregizar;es ESP;MF;Athletic Club;22-059;2003;19;19;1,645;18.3;1;0;1;1;0;0;2;0;1.1;1.1;0.9;2.0;10;119;32;0.05;0.00;0.05;0.05;0.05;0.06;0.05;0.11;0.06;0.11;Matches
236;David Jiménez;es ESP;DF;Real Madrid;21-303;2004;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
237;Jofre;es ESP;FW,MF;Espanyol;24-208;2001;11;4;383;4.3;0;0;0;0;0;0;0;0;0.2;0.2;0.2;0.4;21;7;25;0.00;0.00;0.00;0.00;0.00;0.04;0.05;0.10;0.04;0.10;Matches
238;Frenkie de Jong;nl NED;MF;Barcelona;28-244;1997;14;11;1,045;11.6;0;3;3;0;0;0;3;1;0.5;0.5;2.0;2.6;35;115;21;0.00;0.26;0.26;0.00;0.26;0.05;0.17;0.22;0.05;0.22;Matches
239;Joan Jordán;es ESP;MF;Sevilla;31-189;1994;2;0;15;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;3;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
240;Josan;es ESP;DF,MF;Elche;36-039;1989;10;3;319;3.5;0;2;2;0;0;0;2;0;0.3;0.3;2.3;2.6;15;13;50;0.00;0.56;0.56;0.00;0.56;0.08;0.66;0.74;0.08;0.74;Matches
241;Mateo Joseph;es ESP;FW,MF;Mallorca;22-084;2003;17;12;1,082;12.0;2;1;3;2;0;0;2;0;3.5;3.5;0.7;4.2;16;11;57;0.17;0.08;0.25;0.17;0.25;0.29;0.06;0.35;0.29;0.35;Matches
242;Juanmi;es ESP;FW,DF;Getafe;32-236;1993;7;0;160;1.8;1;0;1;1;0;0;0;0;0.1;0.1;0.1;0.2;1;1;8;0.56;0.00;0.56;0.56;0.56;0.08;0.05;0.14;0.08;0.14;Matches
243;Luiz Lúcio Reis Júnior;br BRA;GK;Villarreal;24-362;2001;15;15;1,35;15.0;0;0;0;0;0;0;3;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
244;Vinicius Júnior;br BRA;FW,MF;Real Madrid;25-183;2000;19;16;1,401;15.6;5;5;10;4;1;2;4;0;6.4;4.9;3.4;8.3;123;69;227;0.32;0.32;0.64;0.26;0.58;0.41;0.22;0.63;0.31;0.53;Matches
245;Ferran Jutglà;es ESP;FW,MF;Celta Vigo;26-344;1999;14;10;727;8.1;2;1;3;2;0;0;3;0;2.3;2.3;0.7;3.0;16;10;66;0.25;0.12;0.37;0.25;0.37;0.28;0.09;0.37;0.28;0.37;Matches
246;Abu Kamara;eng ENG;MF,FW;Getafe;22-174;2003;9;1;196;2.2;0;0;0;0;0;0;1;0;0.4;0.4;0.1;0.5;9;4;16;0.00;0.00;0.00;0.00;0.00;0.18;0.03;0.21;0.18;0.21;Matches
247;Jon Karrikaburu;es ESP;FW,MF;Real Sociedad;23-114;2002;6;0;132;1.5;0;0;0;0;0;0;0;0;0.9;0.9;0.0;0.9;1;0;9;0.00;0.00;0.00;0.00;0.00;0.62;0.02;0.64;0.62;0.64;Matches
248;Kiké;es ESP;FW;Espanyol;36-047;1989;17;6;665;7.4;3;0;3;2;1;1;1;0;3.7;3.0;0.8;3.8;8;14;45;0.41;0.00;0.41;0.27;0.27;0.51;0.11;0.62;0.40;0.51;Matches
249;Koke;es ESP;MF;Atlético Madrid;34-003;1992;18;14;1,252;13.9;2;2;4;2;0;0;4;0;0.3;0.3;1.4;1.7;5;88;12;0.14;0.14;0.29;0.14;0.29;0.02;0.10;0.12;0.02;0.12;Matches
250;Luca Koleosho;it ITA;MF,FW;Espanyol;21-118;2004;3;0;63;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.1;3;2;7;0.00;0.00;0.00;0.00;0.00;0.06;0.04;0.10;0.06;0.10;Matches
251;Jules Koundé;fr FRA;DF;Barcelona;27-060;1998;18;14;1,331;14.8;1;1;2;1;0;0;3;0;0.7;0.7;1.1;1.8;23;70;65;0.07;0.07;0.14;0.07;0.14;0.04;0.07;0.12;0.04;0.12;Matches
252;Lancinet Kourouma;gn GUI;MF;Girona;21-287;2004;5;0;43;0.5;0;0;0;0;0;0;0;1;0.0;0.0;0.0;0.0;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
253;Goduine Koyalipou;cf CTA;FW;Levante;25-330;2000;11;2;247;2.7;1;0;1;1;0;0;1;0;1.0;1.0;0.3;1.2;2;3;13;0.36;0.00;0.36;0.36;0.36;0.36;0.10;0.45;0.36;0.45;Matches
254;Vladyslav Krapyvtsov;ua UKR;GK;Girona;20-200;2005;2;1;136;1.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
255;Ladislav Krej?í;cz CZE;DF;Girona;26-266;1999;2;2;180;2.0;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;0;6;0;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.06;0.06;Matches
256;Takefusa Kubo;jp JPN;MF,FW;Real Sociedad;24-221;2001;17;12;1,111;12.3;2;3;5;2;0;0;0;0;2.3;2.3;3.0;5.3;60;38;109;0.16;0.24;0.41;0.16;0.41;0.19;0.24;0.43;0.19;0.43;Matches
257;Marash Kumbulla;al ALB;DF;Mallorca;25-337;2000;5;3;240;2.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;3;7;1;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.01;0.01;Matches
258;Adrián de la Fuente;es ESP;DF;Levante;26-319;1999;14;11;1,042;11.6;1;0;1;0;1;1;3;0;1.2;0.4;0.1;0.4;5;23;8;0.09;0.00;0.09;0.00;0.00;0.10;0.01;0.11;0.03;0.04;Matches
259;Yoel Lago;es ESP;DF;Celta Vigo;21-292;2004;4;4;333;3.7;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;9;0;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01;Matches
260;Aymeric Laporte;es ESP;DF;Athletic Club;31-229;1994;11;10;859;9.5;0;1;1;0;0;0;2;0;0.2;0.2;0.2;0.4;8;42;0;0.00;0.10;0.10;0.00;0.10;0.02;0.02;0.04;0.02;0.04;Matches
261;Toni Lato;es ESP;DF;Mallorca;28-051;1997;4;2;159;1.8;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;2;4;13;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.00;0.02;Matches
262;Robin Le Normand;es ESP;DF;Atlético Madrid;29-061;1996;13;10;990;11.0;1;0;1;1;0;0;2;0;0.4;0.4;0.0;0.4;3;36;0;0.09;0.00;0.09;0.09;0.09;0.04;0.00;0.04;0.04;0.04;Matches
263;Florian Lejeune;fr FRA;DF;Rayo Vallecano;34-236;1991;18;18;1,61;17.9;0;0;0;0;0;0;3;0;0.9;0.9;0.4;1.3;7;67;1;0.00;0.00;0.00;0.00;0.00;0.05;0.02;0.08;0.05;0.08;Matches
264;Youssef Lekhedim;es ESP;DF;Alavés;20-096;2005;14;8;791;8.8;0;0;0;0;0;0;2;0;0.3;0.3;0.3;0.6;12;24;47;0.00;0.00;0.00;0.00;0.00;0.04;0.03;0.07;0.04;0.07;Matches
265;Iñigo Lekue;es ESP;DF;Athletic Club;32-252;1993;6;5;354;3.9;0;0;0;0;0;0;1;1;0.1;0.1;0.0;0.1;9;10;16;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;Matches
266;Thomas Lemar;fr FRA;MF,FW;Girona;30-060;1995;10;3;417;4.6;0;1;1;0;0;0;1;0;0.4;0.4;0.6;1.0;11;33;28;0.00;0.22;0.22;0.00;0.22;0.09;0.12;0.21;0.09;0.21;Matches
267;Clément Lenglet;fr FRA;DF;Atlético Madrid;30-208;1995;9;9;730;8.1;0;0;0;0;0;0;3;1;0.1;0.1;0.2;0.2;7;42;0;0.00;0.00;0.00;0.00;0.00;0.01;0.02;0.03;0.01;0.03;Matches
268;Robert Lewandowski;pl POL;FW;Barcelona;37-143;1988;14;7;698;7.8;9;1;10;8;1;3;1;0;7.8;5.5;0.9;6.3;6;9;44;1.16;0.13;1.29;1.03;1.16;1.01;0.11;1.12;0.70;0.82;Matches
269;Adrián Liso;es ESP;FW,MF;Getafe;20-284;2005;16;16;1,231;13.7;3;0;3;3;0;0;1;0;1.4;1.4;0.2;1.6;12;15;72;0.22;0.00;0.22;0.22;0.22;0.10;0.01;0.11;0.10;0.11;Matches
270;Javier Llabrés;es ESP;FW,MF;Mallorca;23-122;2002;8;1;128;1.4;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;1;3;20;0.00;0.00;0.00;0.00;0.00;0.06;0.06;0.12;0.06;0.12;Matches
271;Diego Llorente;es ESP;DF;Betis;32-148;1993;3;2;82;0.9;1;0;1;1;0;0;0;0;0.7;0.7;0.0;0.7;0;1;0;1.10;0.00;1.10;1.10;1.10;0.73;0.00;0.73;0.73;0.73;Matches
272;Marcos Llorente;es ESP;DF;Atlético Madrid;30-346;1995;15;15;1,26;14.0;0;3;3;0;0;0;3;0;1.3;1.3;1.6;2.8;43;66;79;0.00;0.21;0.21;0.00;0.21;0.09;0.11;0.20;0.09;0.20;Matches
273;Giovani Lo Celso;ar ARG;MF;Betis;29-277;1996;16;10;1,016;11.3;2;2;4;2;0;0;3;0;2.2;2.2;1.8;4.0;17;88;38;0.18;0.18;0.35;0.18;0.35;0.19;0.16;0.35;0.19;0.35;Matches
274;David López;es ESP;DF;Mallorca;22-342;2003;1;1;61;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
275;David López;es ESP;DF;Girona;36-094;1989;3;2;202;2.2;0;0;0;0;0;0;0;0;0.6;0.6;0.0;0.6;4;13;0;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.25;0.25;0.25;Matches
276;Diego López;es ESP;FW,MF;Valencia;23-243;2002;19;15;1,217;13.5;3;0;3;3;0;0;2;0;2.1;2.1;0.9;3.0;29;32;70;0.22;0.00;0.22;0.22;0.22;0.16;0.07;0.22;0.16;0.22;Matches
277;Fermin López;es ESP;MF,FW;Barcelona;22-245;2003;13;7;694;7.7;4;4;8;4;0;0;1;0;2.4;2.4;3.2;5.7;21;34;55;0.52;0.52;1.04;0.52;1.04;0.32;0.42;0.74;0.32;0.74;Matches
278;Javi López;es ESP;DF;Oviedo;23-292;2002;8;5;392;4.4;0;0;0;0;0;0;0;0;0.0;0.0;0.3;0.3;6;9;27;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.06;0.00;0.06;Matches
279;Pau López;es ESP;GK;Betis;31-029;1994;7;7;630;7.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
280;Unai López;es ESP;MF;Rayo Vallecano;30-073;1995;16;14;1,027;11.4;0;3;3;0;0;0;7;1;0.5;0.5;1.0;1.5;10;78;14;0.00;0.26;0.26;0.00;0.26;0.05;0.09;0.13;0.05;0.13;Matches
281;Iker Losada;es ESP;FW,MF;Levante;24-163;2001;6;1;148;1.6;1;0;1;1;0;0;0;0;0.6;0.6;0.0;0.6;1;4;7;0.61;0.00;0.61;0.61;0.61;0.35;0.02;0.37;0.35;0.37;Matches
282;Pol Lozano;es ESP;MF;Espanyol;26-097;1999;18;16;1,254;13.9;1;0;1;1;0;0;5;0;0.2;0.2;0.6;0.8;7;62;4;0.07;0.00;0.07;0.07;0.07;0.01;0.04;0.06;0.01;0.06;Matches
283;Sergio Lozano;es ESP;MF;Levante;26-293;1999;1;0;12;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
284;Oier Luengo;es ESP;DF;Oviedo;28-061;1997;2;2;135;1.5;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
285;José Luis Gayà;es ESP;DF;Valencia;30-231;1995;16;15;1,186;13.2;0;1;1;0;0;0;4;1;0.2;0.2;1.3;1.5;26;45;78;0.00;0.08;0.08;0.00;0.08;0.02;0.10;0.12;0.02;0.12;Matches
286;José Luis Morales;es ESP;MF,FW;Levante;38-172;1987;16;1;296;3.3;1;1;2;0;1;1;1;0;1.7;1.0;0.7;1.7;7;20;20;0.30;0.30;0.61;0.00;0.30;0.52;0.21;0.73;0.32;0.53;Matches
287;Dodi Lukebakio;be BEL;FW,MF;Sevilla;28-109;1997;2;2;180;2.0;1;0;1;1;0;0;0;0;0.1;0.1;0.8;0.9;4;6;18;0.50;0.00;0.50;0.50;0.50;0.04;0.41;0.45;0.04;0.45;Matches
288;Carlos Macià;es ESP;MF;Villarreal;17-132;2008;3;0;71;0.8;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;2;2;0;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.08;0.08;0.08;Matches
289;Pablo Maffeo;es ESP;DF;Mallorca;28-183;1997;14;13;1,198;13.3;1;0;1;1;0;0;4;0;0.2;0.2;0.1;0.3;11;41;43;0.08;0.00;0.08;0.08;0.08;0.01;0.01;0.02;0.01;0.02;Matches
290;Aitor Mañas;es ESP;FW;Alavés;23-006;2003;3;0;26;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;5;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.16;0.00;0.16;Matches
291;Marcão;br BRA;DF;Sevilla;29-220;1996;13;11;938;10.4;0;0;0;0;0;0;5;1;0.7;0.7;0.0;0.7;11;29;0;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.06;0.06;Matches
292;José María Giménez;uy URU;DF;Atlético Madrid;30-356;1995;7;6;544;6.0;0;0;0;0;0;0;2;0;1.1;1.1;0.0;1.1;0;23;0;0.00;0.00;0.00;0.00;0.00;0.17;0.00;0.17;0.17;0.17;Matches
293;Mariano;do DOM;FW;Alavés;32-163;1993;9;3;281;3.1;0;0;0;0;0;0;1;0;0.2;0.2;0.7;0.8;2;6;11;0.00;0.00;0.00;0.00;0.00;0.05;0.21;0.27;0.05;0.27;Matches
294;Arkaitz Mariezkurrena;es ESP;FW;Real Sociedad;20-281;2005;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
295;Rafa Marín;es ESP;DF;Villarreal;23-237;2002;13;13;1,159;12.9;1;0;1;1;0;0;1;0;0.3;0.3;0.2;0.5;7;41;0;0.08;0.00;0.08;0.08;0.08;0.02;0.01;0.04;0.02;0.04;Matches
296;Pablo Marín;es ESP;MF;Real Sociedad;22-192;2003;17;7;693;7.7;0;0;0;0;0;0;1;0;0.6;0.6;0.2;0.8;15;17;24;0.00;0.00;0.00;0.00;0.00;0.08;0.02;0.10;0.08;0.10;Matches
297;Gerard Martín;es ESP;DF;Barcelona;24-010;2002;17;12;975;10.8;0;0;0;0;0;0;3;0;0.0;0.0;0.5;0.5;15;75;38;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.05;0.00;0.05;Matches
298;Iván Martín;es ESP;MF;Girona;26-331;1999;17;16;1,378;15.3;0;1;1;0;0;0;4;1;0.2;0.2;0.8;1.0;22;60;31;0.00;0.07;0.07;0.00;0.07;0.01;0.05;0.06;0.01;0.06;Matches
299;Jon Martin;es ESP;DF;Real Sociedad;19-263;2006;11;11;990;11.0;0;0;0;0;0;0;3;0;0.6;0.6;0.0;0.7;10;48;0;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.06;0.05;0.06;Matches
300;Mario Martín;es ESP;MF,FW;Getafe;21-312;2004;18;16;1,171;13.0;2;0;2;2;0;0;6;0;0.8;0.8;0.2;1.0;16;25;48;0.15;0.00;0.15;0.15;0.15;0.06;0.01;0.07;0.06;0.07;Matches
301;Arnau Martinez;es ESP;DF,MF;Girona;22-261;2003;17;15;1,192;13.2;1;1;2;1;0;0;4;0;0.6;0.6;0.4;1.0;23;50;35;0.08;0.08;0.15;0.08;0.15;0.04;0.03;0.07;0.04;0.07;Matches
302;Joaquín Martínez Gauna;es ESP;DF;Sevilla;22-186;2003;4;3;295;3.3;0;1;1;0;0;0;1;0;0.2;0.2;0.7;0.9;14;9;22;0.00;0.31;0.31;0.00;0.31;0.06;0.22;0.28;0.06;0.28;Matches
303;Pablo Martínez;es ESP;MF;Levante;27-323;1998;11;7;671;7.5;0;1;1;0;0;0;2;0;0.7;0.7;0.8;1.5;10;25;21;0.00;0.13;0.13;0.00;0.13;0.09;0.10;0.20;0.09;0.20;Matches
304;Ramón Martínez;es ESP;DF;Sevilla;23-081;2002;2;0;102;1.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
305;Toni Martínez;es ESP;FW;Alavés;28-195;1997;18;13;1,188;13.2;3;1;4;3;0;0;0;0;3.9;3.9;0.3;4.2;10;12;54;0.23;0.08;0.30;0.23;0.30;0.29;0.02;0.32;0.29;0.32;Matches
306;Omar Mascarell;gq EQG;MF;Mallorca;32-343;1993;11;7;683;7.6;1;1;2;1;0;0;2;0;0.1;0.1;0.2;0.2;6;29;2;0.13;0.13;0.26;0.13;0.26;0.01;0.02;0.03;0.01;0.03;Matches
307;Franco Mastantuono;ar ARG;FW,MF;Real Madrid;18-150;2007;11;7;562;6.2;1;0;1;1;0;0;3;0;2.0;2.0;0.9;3.0;9;21;73;0.16;0.00;0.16;0.16;0.16;0.33;0.15;0.47;0.33;0.47;Matches
308;Alan Matturro;uy URU;DF;Levante;21-092;2004;6;2;198;2.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;3;7;0;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;Matches
309;Borja Mayoral;es ESP;FW;Getafe;28-281;1997;14;12;1,041;11.6;4;1;5;4;0;1;0;0;2.9;2.1;0.2;2.3;3;27;36;0.35;0.09;0.43;0.35;0.43;0.25;0.02;0.27;0.18;0.20;Matches
310;Kylian Mbappé;fr FRA;FW;Real Madrid;27-022;1998;18;18;1,57;17.4;18;4;22;13;5;6;3;0;15.7;11.0;5.5;16.5;73;81;167;1.03;0.23;1.26;0.75;0.97;0.90;0.31;1.22;0.63;0.95;Matches
311;Brais Méndez;es ESP;MF,FW;Real Sociedad;29-004;1997;18;14;1,146;12.7;4;2;6;4;0;0;3;0;2.3;2.3;1.4;3.7;23;80;75;0.31;0.16;0.47;0.31;0.47;0.18;0.11;0.29;0.18;0.29;Matches
312;Rodrigo Mendoza;es ESP;MF,FW;Elche;20-302;2005;13;5;659;7.3;1;0;1;1;0;0;3;0;0.7;0.7;0.3;1.0;17;26;41;0.14;0.00;0.14;0.14;0.14;0.10;0.05;0.14;0.10;0.14;Matches
313;Batista Mendy;fr FRA;MF;Sevilla;25-364;2000;14;13;1,056;11.7;1;0;1;1;0;0;3;0;0.8;0.8;0.2;1.1;11;34;9;0.09;0.00;0.09;0.09;0.09;0.07;0.02;0.09;0.07;0.09;Matches
314;Ferland Mendy;fr FRA;DF;Real Madrid;30-217;1995;1;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
315;Nobel Mendy;fr FRA;DF;Rayo Vallecano;21-130;2004;10;9;789;8.8;1;0;1;1;0;0;3;0;1.1;1.1;0.0;1.1;1;16;2;0.11;0.00;0.11;0.11;0.11;0.12;0.00;0.12;0.12;0.12;Matches
316;Alejandro Mestanza;es ESP;FW,MF;Getafe;21-035;2004;2;1;65;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;4;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;Matches
317;Georges Mikautadze;ge GEO;FW;Villarreal;25-072;2000;13;8;751;8.3;5;3;8;5;0;0;0;0;3.7;3.7;1.9;5.6;17;14;54;0.60;0.36;0.96;0.60;0.96;0.45;0.22;0.67;0.45;0.67;Matches
318;Éder Militão;br BRA;DF;Real Madrid;27-358;1998;13;12;1;11.1;1;1;2;1;0;0;2;0;1.4;1.3;1.3;2.6;5;36;3;0.09;0.09;0.18;0.09;0.18;0.12;0.12;0.24;0.12;0.23;Matches
319;Luis Milla;es ESP;MF;Getafe;31-096;1994;18;18;1,574;17.5;0;7;7;0;0;0;3;1;0.4;0.4;2.7;3.1;15;79;25;0.00;0.40;0.40;0.00;0.40;0.02;0.15;0.18;0.02;0.18;Matches
320;Pere Milla;es ESP;FW,MF;Espanyol;33-110;1992;16;15;1,141;12.7;6;0;6;6;0;0;4;1;5.5;5.5;2.0;7.5;20;35;53;0.47;0.00;0.47;0.47;0.47;0.43;0.16;0.59;0.43;0.59;Matches
321;Óscar Mingueza;es ESP;MF,DF;Celta Vigo;26-243;1999;15;11;945;10.5;1;2;3;1;0;0;1;0;0.5;0.5;2.1;2.6;13;51;50;0.10;0.19;0.29;0.10;0.29;0.05;0.20;0.25;0.05;0.25;Matches
